idade,estado_civil,num_dependentes,renda_mensal,score_credito,num_emprestimos,valor_divida,historico_atraso,meses_emprego,tipo_conta,razao_divida_renda,inadimplente
23,Solteiro,1,8030.56,677,5,16240.16,0,13,Corrente,0.1685,0
67,Viúvo,0,7787.0,562,2,10.04,0,8,Corrente,0.0001,0
45,Casado,4,2783.78,706,2,2034.06,0,24,Salário,0.0609,0
53,Solteiro,0,6545.81,614,1,3579.53,0,39,Corrente,0.0456,0
52,Solteiro,0,3307.33,799,5,25631.66,0,6,Corrente,0.6458,0
57,Solteiro,3,6206.54,622,3,158.7,0,0,Salário,0.0021,0
31,Divorciado,1,6515.04,798,3,12925.68,0,21,Salário,0.1653,0
28,Solteiro,2,7605.23,318,1,18.53,1,32,Premium,0.0002,0
20,Casado,0,3268.39,668,0,13397.85,0,3,Poupança,0.3416,0
67,Casado,2,7035.76,540,0,452.11,0,65,Corrente,0.0054,1
30,Divorciado,0,1200.0,471,1,2662.93,0,58,Poupança,0.1849,0
50,Casado,1,7740.54,773,0,7435.14,0,19,Corrente,0.08,1
43,Casado,1,4437.46,733,3,1384.46,1,20,Corrente,0.026,1
27,Solteiro,1,4490.68,299,0,1169.17,0,30,Salário,0.0217,0
41,Divorciado,0,1200.0,707,1,11417.06,0,6,Salário,0.7929,0
22,Solteiro,0,3528.34,689,3,6151.81,0,53,Corrente,0.1453,0
28,Solteiro,2,7888.7,491,4,6691.37,1,8,Corrente,0.0707,0
25,Viúvo,0,3433.25,474,1,7547.99,1,146,Premium,0.1832,1
64,Solteiro,0,6283.66,361,1,10386.64,1,2,Corrente,0.1377,0
50,Solteiro,1,4586.39,549,3,7213.29,0,35,Corrente,0.1311,1
70,Casado,1,7156.67,573,5,10575.03,0,12,Corrente,0.1231,0
42,Solteiro,2,4978.75,719,2,22618.35,1,5,Poupança,0.3786,0
29,Solteiro,1,2170.47,640,1,11519.88,0,62,Corrente,0.4423,1
52,Casado,3,4641.13,441,2,3341.32,0,7,Salário,0.06,1
70,Casado,2,8503.04,635,3,2324.47,1,7,Corrente,0.0228,0
48,Casado,3,5744.11,561,0,16905.24,0,49,Poupança,0.2453,0
19,Solteiro,2,4208.88,459,1,3996.57,1,1,Corrente,0.0791,0
35,Casado,0,10139.36,361,3,16262.58,1,23,Corrente,0.1337,1
70,Divorciado,4,7398.04,693,2,635.3,1,0,Corrente,0.0072,1
47,Solteiro,2,6541.83,666,0,8639.96,0,28,Poupança,0.1101,0
72,Solteiro,2,5293.36,683,3,4121.95,0,113,Poupança,0.0649,0
47,Solteiro,0,6325.68,490,2,1929.62,0,100,Corrente,0.0254,0
18,Casado,0,6406.83,625,1,8413.74,1,80,Premium,0.1094,0
67,Solteiro,2,1200.0,393,1,1396.07,1,11,Corrente,0.0969,1
61,Casado,1,5487.34,452,1,4122.45,1,20,Salário,0.0626,0
58,Viúvo,2,4097.99,605,5,3500.26,1,6,Premium,0.0712,1
73,Solteiro,1,3250.56,639,0,19218.68,0,122,Corrente,0.4927,0
29,Casado,1,4011.41,355,3,10250.68,1,121,Corrente,0.2129,1
69,Solteiro,0,1200.0,441,2,17604.22,0,13,Corrente,1.2225,1
31,Solteiro,0,1200.0,545,3,11198.21,1,3,Salário,0.7777,1
73,Casado,0,7616.26,743,5,1421.5,1,12,Poupança,0.0156,1
28,Casado,3,5655.39,478,4,5067.86,0,33,Corrente,0.0747,0
49,Divorciado,2,1200.0,621,3,652.08,0,16,Corrente,0.0453,0
62,Casado,3,3059.04,636,1,844.91,0,45,Corrente,0.023,0
22,Solteiro,2,6701.38,562,1,1909.6,1,14,Poupança,0.0237,0
21,Casado,2,3799.96,640,1,5650.07,0,24,Salário,0.1239,0
66,Solteiro,1,7612.51,398,2,5771.03,0,14,Corrente,0.0632,0
21,Divorciado,3,7124.38,501,1,10056.12,0,6,Corrente,0.1176,0
52,Casado,3,1200.0,815,1,1942.13,0,85,Salário,0.1349,0
71,Solteiro,2,4141.69,825,0,5443.08,1,48,Salário,0.1095,1
53,Casado,0,3379.78,726,3,12205.63,0,26,Corrente,0.3009,0
45,Casado,2,1200.0,765,0,5735.84,0,91,Salário,0.3983,0
41,Casado,0,1200.0,326,1,10721.31,1,8,Salário,0.7445,1
54,Solteiro,0,2484.95,457,2,8160.9,0,1,Corrente,0.2737,0
50,Solteiro,2,2897.69,553,2,6934.58,0,22,Corrente,0.1994,0
46,Solteiro,3,5208.07,962,3,6246.19,0,5,Corrente,0.0999,0
26,Casado,0,7110.53,553,2,16678.7,1,36,Corrente,0.1955,0
55,Casado,0,5784.11,711,3,3625.15,1,35,Corrente,0.0522,0
60,Solteiro,3,6375.93,656,1,14203.18,0,9,Salário,0.1856,0
58,Casado,0,3833.46,653,0,8268.29,0,5,Salário,0.1797,0
22,Casado,0,6007.5,596,2,9968.27,0,74,Poupança,0.1383,0
58,Solteiro,2,4129.06,419,0,2365.61,0,39,Salário,0.0477,0
59,Divorciado,3,3396.32,194,3,13653.57,0,14,Premium,0.335,0
28,Casado,1,9242.75,792,4,6138.84,0,7,Poupança,0.0553,0
66,Casado,1,1200.0,507,1,3183.68,0,6,Premium,0.2211,0
47,Casado,1,1200.0,319,3,888.39,1,16,Premium,0.0617,1
44,Solteiro,0,5456.75,665,1,5809.83,0,20,Corrente,0.0887,0
59,Divorciado,2,3837.54,662,1,8378.94,0,110,Premium,0.182,0
47,Casado,3,1200.0,715,1,404.33,1,66,Premium,0.0281,0
49,Casado,1,1863.47,767,2,2015.1,0,92,Corrente,0.0901,0
35,Divorciado,0,2188.99,462,5,5604.35,1,31,Poupança,0.2134,1
70,Divorciado,0,6730.84,468,1,7043.68,0,9,Corrente,0.0872,0
73,Divorciado,0,7531.03,552,2,2425.57,1,88,Corrente,0.0268,1
25,Solteiro,0,8598.91,723,1,8134.43,0,0,Poupança,0.0788,0
59,Solteiro,0,1200.0,284,1,4773.42,1,30,Corrente,0.3315,1
19,Casado,2,1200.0,619,2,7618.01,1,13,Poupança,0.529,0
39,Casado,0,1200.0,739,3,5426.41,0,49,Poupança,0.3768,1
73,Casado,2,7722.14,733,2,432.8,0,1,Corrente,0.0047,0
27,Casado,1,5543.06,706,4,17072.08,1,1,Poupança,0.2567,0
39,Solteiro,3,4700.5,759,0,15948.35,0,61,Premium,0.2827,0
30,Solteiro,4,5074.07,187,2,3535.13,0,44,Corrente,0.0581,1
59,Casado,1,4358.05,842,1,20837.03,0,6,Poupança,0.3984,1
44,Solteiro,0,1697.14,649,3,10362.86,0,28,Corrente,0.5088,0
51,Casado,2,5782.93,800,0,16531.06,0,67,Corrente,0.2382,0
71,Casado,0,4034.65,423,0,10673.1,0,83,Poupança,0.2204,0
47,Casado,0,1499.2,336,3,4573.44,0,8,Corrente,0.2542,0
59,Casado,0,5935.71,867,1,6618.96,0,2,Poupança,0.0929,0
23,Casado,3,3435.53,461,2,3465.03,0,21,Corrente,0.084,0
30,Casado,0,5068.71,553,5,971.03,1,3,Salário,0.016,1
71,Solteiro,1,4187.55,679,1,3533.85,0,21,Corrente,0.0703,0
66,Casado,1,6728.45,715,2,8442.41,0,32,Premium,0.1046,0
55,Casado,2,5050.41,761,5,9157.0,0,25,Poupança,0.1511,0
39,Solteiro,0,2290.75,633,2,4197.19,1,4,Corrente,0.1527,1
29,Casado,3,5305.01,441,0,413.34,0,38,Corrente,0.0065,0
66,Divorciado,2,5386.72,705,3,3354.75,0,46,Poupança,0.0519,0
62,Solteiro,1,5778.33,708,2,17951.83,0,40,Premium,0.2589,0
31,Casado,1,7089.69,327,3,8156.54,0,7,Poupança,0.0959,0
51,Viúvo,3,2960.04,812,2,4611.89,1,36,Poupança,0.1298,0
53,Divorciado,2,6169.84,226,1,1265.31,0,12,Salário,0.0171,0
45,Casado,1,1200.0,755,3,1549.26,1,5,Corrente,0.1076,1
70,Casado,1,4200.04,504,0,23390.69,0,193,Poupança,0.4641,0
25,Viúvo,0,3813.35,705,3,4898.2,0,15,Corrente,0.107,0
32,Casado,0,8119.61,676,3,8990.27,0,32,Salário,0.0923,0
23,Solteiro,0,4109.16,594,5,20679.13,0,16,Salário,0.4194,0
57,Solteiro,0,6019.97,667,0,9443.43,1,123,Corrente,0.1307,1
54,Casado,0,1200.0,587,1,4308.25,0,79,Corrente,0.2992,0
74,Casado,3,3620.61,707,0,1967.63,0,47,Salário,0.0453,0
48,Solteiro,2,2384.1,927,1,1442.55,0,4,Poupança,0.0504,0
26,Solteiro,3,10688.78,398,1,4450.21,1,21,Poupança,0.0347,1
43,Casado,2,2833.01,121,2,12175.18,1,17,Poupança,0.3581,0
23,Casado,2,4683.2,537,1,4134.17,0,41,Corrente,0.0736,0
56,Divorciado,0,4816.44,527,4,1197.07,0,61,Salário,0.0207,0
56,Casado,2,1200.0,543,1,13489.36,0,9,Corrente,0.9368,1
66,Viúvo,0,3184.91,461,1,519.69,0,22,Poupança,0.0136,0
37,Divorciado,1,5511.92,730,2,6913.97,0,9,Corrente,0.1045,0
35,Solteiro,4,4714.31,392,1,9928.5,0,82,Corrente,0.1755,0
22,Casado,3,1200.0,667,2,1699.55,0,54,Salário,0.118,0
41,Solteiro,0,3082.52,695,2,696.76,0,102,Poupança,0.0188,0
45,Viúvo,2,7052.05,647,2,13087.26,0,40,Poupança,0.1547,0
61,Solteiro,0,5970.56,673,2,21324.02,0,0,Salário,0.2976,0
60,Casado,0,7545.08,742,3,35852.76,0,10,Poupança,0.396,1
25,Divorciado,0,2035.88,608,5,9035.62,1,15,Salário,0.3698,1
34,Solteiro,0,7702.32,548,0,1106.17,0,19,Salário,0.012,0
47,Divorciado,2,4388.98,672,1,6991.73,0,31,Poupança,0.1328,0
37,Solteiro,1,8480.56,690,3,30326.9,1,37,Corrente,0.298,0
19,Casado,0,4508.26,733,0,7931.82,1,133,Corrente,0.1466,1
66,Casado,4,1200.0,343,2,82.15,1,29,Poupança,0.0057,0
59,Casado,1,6623.14,572,2,1862.67,0,13,Corrente,0.0234,0
47,Casado,1,3391.22,440,0,1373.03,0,3,Corrente,0.0337,0
36,Divorciado,1,3559.43,684,1,4981.6,0,26,Corrente,0.1166,1
66,Solteiro,1,1200.0,709,3,3370.99,1,23,Corrente,0.2341,1
20,Casado,1,8555.5,558,0,58079.01,0,19,Corrente,0.5657,0
43,Divorciado,2,3197.25,490,0,2505.91,0,63,Corrente,0.0653,0
63,Casado,3,8437.59,689,3,13586.8,0,15,Corrente,0.1342,0
72,Solteiro,1,3421.89,580,3,2719.16,0,0,Salário,0.0662,1
32,Divorciado,1,2180.64,813,2,687.22,0,12,Premium,0.0263,0
55,Solteiro,0,7798.82,865,1,4088.69,0,66,Poupança,0.0437,0
28,Casado,3,4316.66,750,0,4112.69,0,9,Premium,0.0794,0
24,Casado,1,4341.07,634,3,4275.73,1,38,Corrente,0.0821,1
38,Casado,0,1295.94,873,1,15257.37,1,12,Salário,0.9811,0
68,Solteiro,4,3355.94,636,4,8376.07,0,50,Poupança,0.208,0
57,Solteiro,2,5571.74,528,3,7808.36,0,5,Poupança,0.1168,0
45,Casado,0,1252.05,498,0,4780.01,1,61,Poupança,0.3181,1
34,Solteiro,0,3152.28,494,2,5461.81,0,21,Salário,0.1444,0
26,Casado,1,3448.88,599,4,32.17,0,96,Corrente,0.0008,0
33,Casado,4,4666.1,669,3,1507.01,0,58,Corrente,0.0269,1
26,Casado,1,8198.9,387,2,1088.74,0,22,Salário,0.0111,0
28,Solteiro,0,3750.12,532,0,4637.56,0,17,Poupança,0.1031,0
57,Solteiro,2,2773.75,631,2,8978.78,0,12,Corrente,0.2698,0
25,Viúvo,1,11365.93,696,2,12432.87,0,186,Corrente,0.0912,0
20,Casado,0,3417.04,596,2,22313.96,0,4,Corrente,0.5442,0
48,Solteiro,3,4023.35,636,1,13375.23,1,26,Poupança,0.277,1
34,Solteiro,0,3605.38,414,4,801.33,0,89,Poupança,0.0185,0
43,Solteiro,3,3808.08,463,2,12856.82,0,2,Corrente,0.2813,0
25,Viúvo,2,4694.39,590,1,11886.14,1,44,Salário,0.211,1
29,Solteiro,0,6801.99,676,1,1159.86,0,7,Salário,0.0142,0
43,Solteiro,2,5509.97,634,1,9764.94,0,1,Corrente,0.1477,0
57,Casado,2,7192.74,472,1,8746.16,0,44,Corrente,0.1013,0
41,Solteiro,2,7110.07,564,1,9362.95,1,41,Salário,0.1097,1
48,Solteiro,2,5021.38,826,2,421.63,1,12,Premium,0.007,1
47,Viúvo,0,5440.78,681,0,4048.1,0,15,Premium,0.062,0
33,Casado,0,7271.84,575,1,8658.96,1,27,Poupança,0.0992,0
33,Solteiro,2,1721.98,446,0,1610.01,0,102,Premium,0.0779,0
42,Casado,0,10745.53,492,1,1084.42,1,45,Corrente,0.0084,1
19,Solteiro,0,3218.54,600,1,92.52,0,29,Corrente,0.0024,0
57,Solteiro,1,3622.59,641,1,10538.34,0,43,Corrente,0.2424,0
53,Casado,0,1470.25,684,2,8879.39,0,40,Poupança,0.5033,0
35,Casado,2,1544.62,658,1,1326.89,0,2,Corrente,0.0716,1
39,Casado,3,6935.09,544,2,6030.89,0,84,Poupança,0.0725,0
36,Divorciado,3,10175.48,523,0,3440.99,1,32,Corrente,0.0282,1
55,Solteiro,0,3081.9,907,1,5049.85,1,10,Poupança,0.1365,0
61,Divorciado,1,5368.29,516,0,15364.71,0,25,Salário,0.2385,0
24,Casado,3,5050.42,406,1,1430.13,1,13,Salário,0.0236,1
41,Solteiro,1,7000.61,354,2,2852.56,1,94,Corrente,0.034,1
18,Divorciado,2,10046.79,547,3,1777.71,1,52,Corrente,0.0147,1
43,Solteiro,2,8302.43,740,2,74.43,0,2,Corrente,0.0007,0
32,Casado,1,3903.35,513,1,48182.38,0,18,Poupança,1.0287,1
37,Casado,0,5821.92,821,1,6369.69,1,16,Corrente,0.0912,0
44,Solteiro,2,6070.14,598,4,2130.41,0,70,Salário,0.0292,0
36,Divorciado,0,4449.77,766,0,1557.79,0,117,Premium,0.0292,0
40,Solteiro,3,1760.16,486,0,10284.38,0,21,Corrente,0.4869,0
61,Divorciado,2,2503.06,488,0,10223.61,0,60,Corrente,0.3404,1
64,Solteiro,0,7370.38,613,5,19376.27,0,42,Corrente,0.2191,0
18,Solteiro,2,7628.27,672,4,36435.58,0,42,Salário,0.398,1
39,Casado,1,3981.08,573,1,3386.73,0,17,Corrente,0.0709,0
66,Divorciado,0,5152.64,643,0,4049.13,0,2,Salário,0.0655,0
48,Solteiro,4,7493.16,688,3,9922.09,0,2,Poupança,0.1103,0
29,Divorciado,2,1200.0,386,1,7827.5,0,82,Poupança,0.5436,0
51,Solteiro,2,3384.12,548,0,16602.28,0,6,Salário,0.4088,0
26,Casado,3,9544.68,522,1,10034.52,0,6,Corrente,0.0876,0
19,Casado,1,5248.27,529,1,3464.34,0,36,Salário,0.055,0
54,Solteiro,1,1676.96,661,1,6947.92,1,8,Corrente,0.3453,1
47,Divorciado,0,4793.21,524,2,6454.64,0,76,Salário,0.1122,0
61,Casado,0,7053.59,299,2,14619.3,0,22,Premium,0.1727,1
37,Casado,1,1200.0,564,2,626.79,0,5,Corrente,0.0435,1
66,Casado,1,4940.71,440,0,6643.04,0,3,Poupança,0.112,0
42,Casado,2,3568.96,674,0,10134.34,0,109,Poupança,0.2366,0
60,Casado,1,1200.0,720,3,5660.64,1,13,Corrente,0.3931,1
23,Divorciado,2,4704.82,273,0,8698.17,0,16,Poupança,0.1541,1
23,Casado,3,4158.8,483,1,2325.42,0,10,Corrente,0.0466,0
62,Casado,4,4439.77,653,0,13903.73,0,3,Salário,0.261,0
65,Casado,1,3629.35,388,1,960.28,0,21,Poupança,0.022,0
71,Casado,3,1946.66,717,1,17122.35,0,5,Poupança,0.733,0
36,Casado,3,1200.0,757,1,4626.27,1,25,Salário,0.3213,0
19,Casado,0,2773.28,575,2,4016.4,0,45,Salário,0.1207,0
73,Casado,1,6648.13,483,1,2627.72,0,10,Corrente,0.0329,0
52,Casado,0,5082.68,253,3,16175.41,0,25,Corrente,0.2652,0
32,Viúvo,2,4327.07,722,2,19816.5,0,39,Corrente,0.3816,0
61,Viúvo,2,1900.58,900,1,5898.1,0,37,Salário,0.2586,0
69,Divorciado,1,3565.21,869,3,3184.94,0,43,Corrente,0.0744,0
34,Casado,2,6342.89,570,4,18581.66,0,11,Corrente,0.2441,0
61,Casado,1,5761.96,436,0,397.33,1,43,Corrente,0.0057,0
62,Solteiro,1,3307.0,725,2,976.73,0,22,Corrente,0.0246,0
46,Casado,3,1200.0,580,2,6004.65,1,20,Poupança,0.417,1
54,Solteiro,4,2812.88,671,2,6517.96,1,132,Poupança,0.1931,1
33,Solteiro,2,3293.26,645,0,14764.66,0,69,Corrente,0.3736,0
70,Viúvo,0,2232.24,613,0,3202.87,0,41,Corrente,0.1196,0
74,Divorciado,0,3467.06,754,1,15795.26,0,6,Salário,0.3797,0
73,Casado,0,6541.38,759,0,6761.57,0,3,Poupança,0.0861,0
60,Solteiro,1,4406.76,521,1,4177.55,0,8,Poupança,0.079,0
20,Casado,0,6974.24,461,3,4026.53,0,102,Corrente,0.0481,0
38,Casado,3,1200.0,225,1,999.85,0,4,Premium,0.0694,1
43,Divorciado,2,3737.34,548,1,6276.37,0,30,Corrente,0.1399,1
72,Viúvo,1,1200.0,436,1,20738.45,0,42,Poupança,1.4402,0
49,Solteiro,0,3433.56,662,1,184.6,0,23,Salário,0.0045,0
48,Solteiro,1,1885.86,549,3,3189.82,1,75,Corrente,0.141,1
26,Solteiro,1,7703.13,565,3,7811.65,0,3,Corrente,0.0845,0
63,Solteiro,2,5524.28,721,1,6450.2,1,11,Salário,0.0973,0
37,Casado,0,7037.07,659,1,12738.71,1,31,Poupança,0.1509,0
23,Solteiro,3,3426.63,582,0,7611.41,1,50,Premium,0.1851,1
74,Solteiro,0,1950.7,852,5,6192.79,0,29,Salário,0.2646,0
28,Solteiro,0,1871.09,710,1,11793.48,1,57,Premium,0.5252,1
18,Solteiro,4,5163.6,537,1,6628.56,0,38,Poupança,0.107,1
22,Casado,0,9025.4,544,1,1483.86,0,43,Poupança,0.0137,0
43,Solteiro,0,5530.96,718,0,7494.27,0,6,Premium,0.1129,0
23,Divorciado,2,3563.08,630,1,6859.66,0,131,Salário,0.1604,0
66,Solteiro,1,4028.07,431,4,17596.32,1,25,Corrente,0.364,1
47,Solteiro,0,4421.75,734,0,1854.82,0,0,Poupança,0.035,0
36,Solteiro,0,9566.61,788,1,14922.03,0,56,Corrente,0.13,0
18,Casado,0,7584.02,777,1,16168.42,0,9,Premium,0.1777,0
45,Solteiro,1,5149.9,831,1,2043.51,0,3,Poupança,0.0331,0
26,Casado,0,4774.33,910,4,2596.38,1,22,Poupança,0.0453,0
73,Solteiro,2,5248.38,859,2,1184.67,1,8,Premium,0.0188,0
34,Viúvo,3,5735.69,651,4,20853.62,0,36,Corrente,0.303,0
45,Solteiro,0,3467.01,568,3,7959.96,0,11,Poupança,0.1913,0
19,Casado,1,2389.8,325,2,8315.73,0,1,Corrente,0.29,0
25,Divorciado,0,7080.55,601,2,4512.7,0,148,Corrente,0.0531,0
29,Solteiro,0,4554.96,677,2,1241.43,0,5,Corrente,0.0227,0
20,Solteiro,0,6871.82,606,2,11744.74,1,46,Poupança,0.1424,1
59,Divorciado,2,8615.4,316,2,19875.13,0,40,Corrente,0.1922,1
71,Solteiro,1,5801.54,557,2,2337.95,0,114,Premium,0.0336,0
74,Solteiro,1,5396.37,696,1,20628.75,0,42,Corrente,0.3186,0
33,Casado,2,12500.61,446,2,3527.0,0,8,Corrente,0.0235,0
62,Solteiro,3,5017.55,624,0,943.68,1,62,Corrente,0.0157,1
46,Divorciado,1,1773.63,664,2,1980.85,0,153,Corrente,0.0931,0
20,Casado,0,3796.94,767,2,9001.14,1,4,Poupança,0.1976,1
23,Casado,4,8379.21,856,2,18486.61,0,15,Premium,0.1839,0
49,Solteiro,1,1264.58,543,2,3102.59,1,8,Corrente,0.2045,1
42,Casado,2,2618.85,627,3,5022.25,0,63,Corrente,0.1598,0
18,Casado,2,7266.07,632,3,1486.73,0,65,Corrente,0.0171,0
71,Solteiro,1,3820.95,697,1,15461.54,0,11,Poupança,0.3372,0
59,Divorciado,0,4224.39,680,1,14290.82,0,10,Corrente,0.2819,1
46,Casado,0,7183.43,813,0,1553.29,0,8,Corrente,0.018,0
74,Casado,1,2707.95,250,0,10897.9,0,4,Salário,0.3354,0
73,Solteiro,1,1200.0,662,1,21931.09,0,5,Salário,1.523,0
73,Solteiro,2,1200.0,673,3,14617.99,1,21,Corrente,1.0151,1
32,Casado,2,5954.45,564,3,6642.19,1,6,Poupança,0.093,0
68,Casado,3,5147.83,260,1,7441.13,1,36,Salário,0.1205,1
46,Casado,4,2768.58,590,3,3928.35,1,99,Corrente,0.1182,0
59,Solteiro,2,1603.02,493,1,11053.16,1,3,Poupança,0.5746,1
66,Divorciado,0,3823.57,851,3,15802.54,0,27,Corrente,0.3444,0
27,Solteiro,1,7291.29,656,1,10385.1,1,27,Poupança,0.1187,0
43,Solteiro,2,2410.46,480,2,3596.72,0,43,Corrente,0.1243,0
25,Casado,2,2843.29,292,1,1405.32,0,9,Salário,0.0412,1
33,Solteiro,0,1523.7,688,0,1395.84,0,9,Poupança,0.0763,0
41,Solteiro,2,3581.47,704,1,28178.04,0,53,Salário,0.6556,0
66,Solteiro,1,5345.2,567,2,15103.3,0,2,Corrente,0.2355,0
67,Divorciado,1,9787.92,690,4,2766.94,0,45,Poupança,0.0236,0
40,Solteiro,3,5044.45,547,2,1098.38,1,32,Premium,0.0181,1
36,Casado,1,4365.8,760,3,4527.64,1,45,Poupança,0.0864,0
48,Viúvo,1,6657.34,748,0,5182.87,0,11,Poupança,0.0649,0
69,Casado,2,6240.54,354,3,7761.5,0,39,Poupança,0.1036,0
73,Casado,2,3055.85,390,3,1527.27,0,49,Premium,0.0416,1
30,Casado,0,10255.15,904,1,16296.19,0,17,Poupança,0.1324,0
28,Casado,2,4439.04,739,1,9182.99,0,23,Poupança,0.1724,0
58,Casado,1,5090.94,410,0,11163.3,0,63,Salário,0.1827,0
35,Viúvo,2,5878.37,364,0,16079.69,1,30,Premium,0.2279,1
29,Casado,0,5364.68,631,0,12158.26,0,2,Salário,0.1889,0
19,Casado,4,8313.49,428,2,2724.25,0,87,Corrente,0.0273,0
40,Solteiro,2,3025.23,552,3,213.9,0,9,Poupança,0.0059,1
40,Divorciado,1,6458.46,592,0,739.01,0,55,Corrente,0.0095,0
50,Solteiro,1,4911.42,586,4,16840.39,0,38,Poupança,0.2857,0
29,Divorciado,1,6956.81,768,3,2039.63,0,77,Poupança,0.0244,0
58,Solteiro,2,3962.54,875,2,3123.09,1,28,Corrente,0.0657,0
56,Casado,2,3623.96,528,5,412.46,0,28,Poupança,0.0095,0
44,Divorciado,2,6330.18,430,3,10575.65,0,17,Corrente,0.1392,1
28,Casado,3,5394.98,658,1,386.19,0,21,Salário,0.006,0
46,Solteiro,1,2449.26,844,4,3305.55,1,101,Corrente,0.1125,1
56,Divorciado,2,7864.03,539,1,4008.11,0,51,Corrente,0.0425,0
39,Casado,1,6331.27,727,0,5222.53,1,56,Poupança,0.0687,0
33,Solteiro,2,4314.49,474,1,7646.66,1,3,Salário,0.1477,1
46,Casado,1,3329.42,603,2,2402.07,1,13,Poupança,0.0601,1
38,Casado,2,5410.33,425,5,12745.1,1,24,Salário,0.1963,1
40,Casado,0,6151.21,601,1,4701.68,0,14,Salário,0.0637,0
37,Solteiro,0,1200.0,582,2,2412.88,0,12,Corrente,0.1676,1
35,Casado,0,5439.2,691,1,3825.93,1,107,Corrente,0.0586,0
58,Divorciado,3,6131.39,866,3,19400.74,0,28,Corrente,0.2637,0
44,Solteiro,1,1200.0,541,0,25621.13,1,5,Corrente,1.7792,0
44,Casado,1,4990.47,300,2,12539.77,1,10,Poupança,0.2094,1
55,Casado,1,6236.52,569,2,34014.54,0,2,Corrente,0.4545,1
38,Divorciado,1,5952.2,644,0,449.1,0,18,Corrente,0.0063,0
23,Casado,3,6506.12,630,4,831.81,0,95,Poupança,0.0107,0
66,Divorciado,4,3681.08,576,5,2126.54,0,33,Poupança,0.0481,1
21,Solteiro,3,1900.23,823,1,2501.48,0,15,Premium,0.1097,0
50,Casado,3,1200.0,620,2,16620.44,0,29,Poupança,1.1542,0
33,Divorciado,0,7230.56,584,3,2656.19,1,43,Corrente,0.0306,1
30,Divorciado,0,6257.66,483,0,11590.43,1,20,Corrente,0.1543,1
20,Casado,2,7421.22,337,0,2319.74,0,26,Corrente,0.026,0
69,Casado,2,2687.15,649,2,308.52,1,86,Poupança,0.0096,0
42,Casado,0,6509.59,636,2,588.44,0,75,Poupança,0.0075,0
37,Solteiro,2,1200.0,441,2,1517.52,0,50,Premium,0.1054,0
60,Divorciado,0,2326.27,593,2,3575.45,1,9,Corrente,0.1281,0
20,Divorciado,0,4814.94,578,2,6509.54,1,1,Corrente,0.1127,1
50,Casado,1,6158.02,506,0,5184.43,0,5,Corrente,0.0702,0
46,Solteiro,3,8697.53,481,1,3163.88,0,0,Poupança,0.0303,0
49,Solteiro,2,3899.84,660,1,7291.64,0,8,Premium,0.1558,0
25,Solteiro,1,2335.63,566,1,2638.46,1,12,Corrente,0.0941,1
72,Casado,3,2207.13,511,3,11770.04,0,4,Poupança,0.4444,1
31,Casado,3,2780.39,470,3,313.51,0,15,Corrente,0.0094,0
56,Solteiro,1,10052.57,580,1,876.4,1,15,Poupança,0.0073,0
60,Casado,2,6392.18,738,2,6164.98,0,25,Corrente,0.0804,1
37,Viúvo,0,7281.33,630,1,3528.49,0,50,Corrente,0.0404,0
25,Solteiro,1,3902.54,564,1,5883.52,0,87,Poupança,0.1256,0
34,Casado,0,4495.88,646,4,24981.52,0,11,Corrente,0.463,0
63,Casado,1,6248.16,804,1,28718.31,0,121,Corrente,0.383,0
69,Solteiro,1,3235.5,673,3,1913.87,0,55,Corrente,0.0493,0
71,Casado,0,3771.73,639,0,6647.86,0,162,Corrente,0.1469,0
30,Casado,1,2813.24,695,1,2743.21,0,46,Poupança,0.0813,0
52,Solteiro,2,3381.27,576,2,15623.81,0,14,Corrente,0.3851,1
26,Solteiro,2,4622.45,627,3,192.82,0,27,Poupança,0.0035,0
58,Divorciado,0,2445.72,526,2,10275.63,1,22,Poupança,0.3501,1
41,Solteiro,0,5214.95,367,3,15467.72,1,55,Corrente,0.2472,0
58,Casado,1,5211.45,651,3,4385.0,0,22,Corrente,0.0701,0
57,Casado,3,4051.88,652,2,10538.12,0,16,Poupança,0.2167,0
74,Divorciado,3,2431.35,556,1,1470.57,0,53,Poupança,0.0504,0
45,Casado,1,4762.41,755,1,15974.82,0,7,Salário,0.2795,0
37,Divorciado,2,3237.74,491,2,14822.82,0,12,Poupança,0.3815,0
48,Casado,2,4616.49,334,2,852.64,0,27,Salário,0.0154,1
27,Casado,4,7245.32,495,1,1580.57,1,67,Poupança,0.0182,0
24,Casado,0,1367.65,368,1,9053.06,0,17,Salário,0.5516,1
47,Casado,1,9933.72,650,0,19572.13,1,71,Poupança,0.1642,0
65,Casado,2,4318.69,487,0,638.38,0,5,Premium,0.0123,0
48,Solteiro,1,5529.6,747,1,3478.3,0,80,Salário,0.0524,0
62,Casado,0,2618.12,744,3,10215.55,0,12,Corrente,0.3252,0
28,Casado,0,7355.53,461,3,3330.83,1,24,Salário,0.0377,1
43,Solteiro,1,4185.93,478,5,3968.87,0,61,Corrente,0.079,0
52,Solteiro,2,3514.7,680,2,7903.43,0,13,Premium,0.1874,1
37,Casado,2,3061.21,746,1,1104.08,0,46,Corrente,0.0301,0
18,Casado,0,3828.77,298,2,1399.26,0,38,Poupança,0.0305,0
22,Divorciado,3,5545.87,642,3,5040.13,1,17,Corrente,0.0757,1
